Loan_ID,Customer_ID,Loan_Amount,Loan_Type,Interest_Rate,Loan_Term,Loan_Status,Debt_to_Income_Ratio
LOAN010817,CUST01281,384875,Personal,13.63,12,Paid,0.0
LOAN007044,CUST03222,429907,personal loan,N/A,84,Fully Paid,0.0
LOAN007060,CUST01500,782061,Edu Loan,9.27,60,CLOSED,0.0
LOAN011080,CUST02643,4283725,Home Loan,8.19,12,Fully Paid,0.04
LOAN007667,CUST05707,1221868,Biz Loan,13.6,24,Bad Debt,0.01
LOAN003827,CUST05069,251705,Personal,12.76,N/A,Paid Off,0.0
LOAN008750,CUST00709,1640134,Home Loan,9.18,180,Current,N/A
LOAN000881,CUST05347,999999999,business loan,12.69,240,ongoing,0.0
LOAN007940,CUST04827,297580,PERSONAL LOAN,12.95,84,active,0.0
LOAN010857,CUST02643,440916,Personal Loan,14.2,36,ONGOING,0.0
LOAN001150,CUST05823,199234,PERSONAL LOAN,14.53,84,N/A,-0.5
LOAN008955,CUST03562,576497,car loan,10.78,36,Default,0.0
LOAN004665,CUST04270,301289,PERSONAL LOAN,13.28,12,PAID,0.0
LOAN009182,CUST00090,263109,#N/A,Unknown,84,active,0.0
LOAN001529,CUST05735,822604,CAR LOAN,10.22,24,Active,0.0
LOAN002700,CUST04084,3587877,HOME LOAN,10.56,240,active,0.0
LOAN009763,CUST03562,"₹844,469",Vehicle Loan,10.98,12,default,0.01
LOAN011992,CUST00709,1468443,,8.76,180,paid,
LOAN000996,CUST04599,766215,Auto Loan,8.29,180,CLOSED,0.0
LOAN001657,CUST04599,913762,Auto Loan,9.43,60,Current,N/A
LOAN000305,CUST03824,2982469,Unknown,9.0,48,CLOSED,0.01
LOAN004375,CUST02933,1158609,Housing Loan,9.37,36,Current,0.0
LOAN011472,CUST03824,302369,business loan,12.69,12,Open,0.0
LOAN003019,CUST05735,"3,128,873",Housing Loan,8.25,60,Ongoing,0.01
LOAN011940,CUST03280,1315734,car loan,10.41,24,Current,0.01
LOAN001503,CUST04270,291228,Personal,14.39,60,Paid,0.0
LOAN004131,CUST02933,628194,BUSINESS LOAN,,24,ongoing,0.0
LOAN007239,CUST00709,"740,303",Mortgage,9.37,180,Current,0.0
LOAN005526,CUST05328,288053,Auto Loan,10.57,60,ACTIVE,0.0
LOAN004155,CUST01901,205889,CAR LOAN,8.99,60,CLOSED,0.0
LOAN002067,CUST00090,493882,PL,13.71,36,Ongoing,0.0
LOAN008418,CUST05002,230087,Personal,14.32,48,paid,0.47
LOAN006183,CUST03839,140871,PL,13.46,180,ONGOING,0.0
LOAN007098,CUST05707,456257,Personal Loan,13.58,24,Paid,0.0
LOAN000221,CUST03839,"1,298,230",car loan,10.72,120,Fully Paid,0.0
LOAN002273,CUST05069,151221,PERSONAL LOAN,12.55,240,ongoing,0.0
LOAN006861,CUST03824,189353,education loan,10.25,0,paid,0.0
LOAN005849,CUST05069,657969,Vehicle Loan,9.47,48,Paid Off,0.0
LOAN009883,CUST03571,884215,N/A,12.01,24,Current,0.0
LOAN001615,CUST05436,384874,Personal,12.13,48,PAID,0.0
LOAN008172,CUST05436,2695928,BUSINESS LOAN,11.81,12,PAID,0.03
LOAN008709,CUST02950,197321,PL,12.99,240,CHARGED OFF,0.0
LOAN000140,CUST04084,89675,PERSONAL LOAN,13.41,36,Active,0.0
LOAN009603,CUST05735,310139,Personal Loan,120,24,ongoing,0.0
LOAN009903,CUST04084,377313,Car Loan,11.71,240,Ongoing,N/A
LOAN002662,CUST00587,347092,Personal,14.71,120,Ongoing,0.0
LOAN011838, ,1628332,Housing Loan,75,180,Current,0.0
LOAN005442,CUST03839,3346665,HOME LOAN,8.71,12,ACTIVE,0.03
LOAN004534,CUST03222,588427,Vehicle Loan,10.99,48,ongoing,0.0
LOAN006372,CUST05328,209915,Personal,13.57,84,Current,0.0
LOAN007514,CUST04084,4114321,HOME LOAN,nan,36,Default,0.01
LOAN003642,CUST03839,2132251,Biz Loan,12.33,12,ACTIVE,0.02
LOAN011154,CUST04628,4312078,Home Loan,9.06,240,Current,0.0
LOAN006951,CUST02173,3712134,Mortgage,,240,Paid Off,0.0
LOAN001708,CUST01140,515796,Education Loan,7.82,48,paid,0.0
LOAN001062,CUST05328,"₹1,128,419",Auto Loan,10.66,12,Paid Off,#N/A
LOAN011403,CUST05735,"₹288,329",Personal Loan,12.27,60,Fully Paid,0.0
LOAN006814,CUST05328,933159,Vehicle Loan,10.55,24,Ongoing,0.0
LOAN006352,CUST03280,1416340,Vehicle Loan,11.52,180,ACTIVE,0.0
LOAN008599,CUST05823,130168,Personal Loan,14.48,24,Paid Off,0.0
LOAN007911,CUST03222,1293654,Vehicle Loan,10.67,24,active,0.01
LOAN011399,CUST00090,1439910,Home Loan,9.33,120,Active,0.0
LOAN000199,CUST00587,,HOME LOAN,10.09,120,Closed,Unknown
LOAN006421,CUST00247,"₹290,600",Auto Loan,120,24,Current,0.0
LOAN010518,CUST05597,1540778,SME Loan,13.03,24,CHARGED OFF,0.99
LOAN004162,CUST02173,"91,858",PL,NULL,24,paid,0.0
LOAN007298,CUST04084,359364,CAR LOAN,10.48,180,N/A,0.0
LOAN002228,CUST00587,999999999,PL,14.48,60,Active,0.0
LOAN005163,CUST03189,459518,PL,12.04,120,Current,0.0
LOAN002151,CUST05707,690884,Auto Loan,11.64,12,Closed,NULL
LOAN001115,,4312266,HOME LOAN,8.54,180,active,#N/A
LOAN004051,CUST01140,252300,PERSONAL LOAN,120,120,Active,0.0
LOAN000513,CUST00587,4081707,Mortgage,9.78,84,Current,0.01
LOAN010110,CUST00247,429734,PL,12.73,48,CLOSED,0.0
LOAN010173, ,764534,Auto Loan,11.66,36,Bad Debt,0.0
LOAN006864,CUST03189,2910060,Home Loan,7.19,60,CLOSED,0.01
LOAN002209,CUST01810,2229200,home loan,7.46,48,PAID,0.99
LOAN008357,CUST01649,248832,Auto Loan,10.02,240,paid,0.11
LOAN001424,CUST04270,516956,Education Loan,10.38,36,Closed,0.0
LOAN005059,CUST01500,478661,PERSONAL LOAN,13.13,12,Closed,0.0
LOAN011575,CUST03824,1300972,car loan,nan,180,paid,0.0
LOAN000369,CUST05347,432110,PERSONAL LOAN,14.6,48,Active,0.0
LOAN007483,CUST05735,1366340,Biz Loan,10.91,60,Closed,0.0
LOAN001140,CUST05735,"₹1,407,499",HOME LOAN,8.68,48,#N/A,0.0
LOAN003790,CUST03824,170481,personal loan,14.86,60,Current,0.0
LOAN010566,CUST00621,"1,412,345",Mortgage,11.31,12,CLOSED,0.99
LOAN001066,CUST05707,1383141,HOME LOAN,10.07,36,NULL,0.0
LOAN000437,CUST04628,4910443,Mortgage,8.77,84,ongoing,0.01
LOAN010318,CUST00247,481851,PL,13.37,24,Current,0.0
LOAN007717,CUST02933,309805,PL,13.92,84,ongoing,0.0
LOAN010444,CUST01901,1734687,home loan,7.08,84,ACTIVE,0.0
LOAN004098,CUST03571,2471512,Housing Loan,9.65,-12,CLOSED,0.0
LOAN004545,CUST01140,414074,Personal Loan,11.39,12,,0.0
LOAN009478,CUST04270,3845322,Home Loan,8.75,24,ONGOING,0.02
LOAN011184,CUST00807,756543,BUSINESS LOAN,12.38,24,DEFAULT,0.99
LOAN004366,CUST01903,498931,Education Loan,11.1,12,Charged Off,0.99
LOAN003962,CUST01025,496126,Biz Loan,12.4,24,paid,0.0
LOAN000006,N/A,292312,personal loan,13.0,120,N/A,0.0
LOAN000319,CUST01901,265767,Auto Loan,10.4,36,active,0.0
LOAN011530,CUST03839,347303,personal loan,13.54,60,Paid Off,0.0
LOAN007378,CUST00843,1358464,Car Loan,9.56,120,Bad Debt,0.0
LOAN009951,CUST05735,1919302,Mortgage,7.94,60,Closed,0.0
LOAN008149,CUST05347,266928,car loan,11.33,180,Paid,0.0
LOAN004311,CUST00709,1244546,car loan,10.99,36,active,0.0
LOAN004003,CUST05436,568636,BUSINESS LOAN,11.92,24,Closed,0.0
LOAN000119,CUST00709,"484,514",Personal Loan,13.74,36,Paid,#N/A
LOAN011497,CUST02101,486541,personal loan,12.32,120,Open,0.47
LOAN002520,CUST00562,2148085,SME Loan,13.48,36,Paid Off,0.99
LOAN005291,CUST03562,nan,PERSONAL LOAN,13.7,12,CLOSED,0.0
LOAN004258,CUST04599,1210673,Biz Loan,11.43,60,Ongoing,0.0
LOAN010247,CUST03280,999999999,Home Loan,9.06,48,Open,0.0
LOAN005216,CUST04084,216107,PL,13.94,12,PAID,0.0
LOAN005649,CUST03222,601085,Vehicle Loan,9.84,84,CLOSED,0.0
LOAN004413,CUST00587,225966,PL,14.25,36,Ongoing,0.0
LOAN000743,CUST00709,692164,education loan,9.84,84,Current,0.0
LOAN002332,CUST05436,2351701,business loan,11.21,240,Open,0.0
LOAN000632,CUST00552,4788926,Home Loan,9.72,84,Ongoing,0.01
LOAN010849,CUST01281,737455,Student Loan,10.55,36,Current,0.0
LOAN006158,CUST03824,3629211,HOME LOAN,9.29,48,Fully Paid,0.01
LOAN002592,CUST01180,276535,Personal,13.82,Unknown,Unknown,-0.5
LOAN009970,CUST03677,4236406,Mortgage,7.73,36,Open,0.01
LOAN003123,CUST01025,1295505,Mortgage,9.37,240,PAID,0.0
LOAN005757,CUST04270,"₹200,734",Vehicle Loan,11.6,48,Current,0.0
LOAN007104,CUST01500,1148538,HOME LOAN,8.25,240,ongoing,0.0
LOAN005219,CUST01315,54091,PERSONAL LOAN,14.04,24,ONGOING,0.54
LOAN007666,CUST05347,173732,Personal Loan,13.92,48,active,0.0
LOAN007490,CUST02643,982924,Car Loan,11.01,60,Ongoing,0.0
LOAN001671,CUST01500,142732,PERSONAL LOAN,12.73,240,Current,0.0
LOAN009824,CUST03839,314912,personal loan,12.62,#N/A,Fully Paid,99
LOAN008742,CUST01140,2047670,business loan,10.45,48,Open,0.01
LOAN009250,CUST03571,241800,Personal Loan,13.58,240,Active,0.0
LOAN002515,CUST04270,2471013,HOME LOAN,8.27,180,Paid,0.0
LOAN008721,CUST02180,838626,Business Loan,13.16,240,ongoing,0.42
LOAN003798,CUST01025,2473618,Home Loan,8.9,84,Open,0.0
LOAN011164,CUST05823,710787, ,9.95,24,Current,0.0
LOAN001908,CUST00552,1529389,BUSINESS LOAN,13.06,180,paid,0.0
LOAN006898,CUST03222,273852,Personal Loan,13.0,120,PAID,0.0
LOAN004281,CUST03571,69624,PL,14.4,84,ONGOING,0.0
LOAN007435,CUST04827,4474593,Housing Loan,8.22,48,ACTIVE,0.01
LOAN000680,CUST02950,574275,business loan,11.95,180,Fully Paid,N/A
LOAN011004,CUST05328,207080,Personal Loan,14.09,24,Active,0.0
LOAN006050,CUST05735,4067403,Mortgage,8.83,48,paid,0.01
LOAN002252,CUST00709,1258490,Vehicle Loan,10.58,36,Current,0.0
LOAN004678,CUST01140,744666,Car Loan,8.75,240,Current,0.0
LOAN006002,CUST03222,2603862,Mortgage,9.46,48,PAID,0.01
LOAN000966,CUST05823,826925,CAR LOAN,11.18,180,ACTIVE,0.0
LOAN006642,CUST05069,934432,Vehicle Loan,nan,84,Paid,0.0
LOAN009988,CUST01901,1155289,BUSINESS LOAN,12.34,36,Current,0.0
LOAN001687,CUST05328,1343063,Auto Loan,11.48,84,DEFAULT,0.0
LOAN008250,CUST02531,2360655,BUSINESS LOAN,14.48,84,default,0.99
LOAN005095,CUST05823,1114184,CAR LOAN,,84,ongoing,0.0
LOAN011815,CUST03222,447046,Personal Loan,14.11,-12,ONGOING,0.0
LOAN006851,CUST02950,1283612,CAR LOAN,10.54,48,paid,0.0
LOAN009794,CUST03571,1576425,Mortgage,10.01,120,active,0.0
LOAN007812,CUST01140,1255432,Auto Loan,8.55,120,Current,#N/A
LOAN008420,CUST02950,434902,personal loan,nan,#N/A,Current,0.0
LOAN005831,CUST05328,201177,Student Loan,10.87,240,PAID,0.0
LOAN004867,CUST01901, ,Auto Loan,9.33,36,paid,0.0
LOAN010186,CUST02173,402149,Personal Loan,13.93,48,Open,0.0
LOAN009458,CUST04524,1521265,HOME LOAN,7.99,12,Default,0.99
LOAN010483,CUST03677,705932,Student Loan,8.25,-12,PAID,
LOAN001445,CUST01140,2936647,Housing Loan,7.71,120,Open,0.0
LOAN010792,CUST04628,976170,CAR LOAN,10.7,84,active,0.0
LOAN000012,CUST00015,648486,SME Loan,19.47,24,Default,0.0
LOAN010820,#N/A,2036946,HOME LOAN,8.5,240,Paid,0.0
LOAN008969,CUST04599,618676,home loan,7.87,120,ongoing,0.0
LOAN010245,CUST05735,2590035,Business Loan,11.88,60,ACTIVE,0.01
LOAN010604,CUST01025,1608526,BUSINESS LOAN,12.97,12,Ongoing,0.02
LOAN000565,CUST05328,1912547,Business Loan,13.11,60,Closed,0.0
LOAN003967,CUST05436,965209,Auto Loan,9.52,84,Fully Paid,NULL
LOAN001541,CUST03839,73604,PERSONAL LOAN,12.38,24,ongoing,0.0
LOAN003363,CUST05347,403007,PERSONAL LOAN,14.57,84,ongoing,0.0
LOAN006984,CUST03280,245315,CAR LOAN,11.77,180,Fully Paid,-0.5
LOAN007873,CUST03202,1751598,home loan,9.1,48,CHARGED OFF,-0.5
LOAN006508,CUST04628,165335,PL,12.64,48,Open,0.0
LOAN008404,CUST03280,3544656,HOME LOAN,8.68,24,Fully Paid,0.02
LOAN003671,CUST05823,166146,personal loan,14.42,48,Current,0.0
LOAN005729,N/A,495787,Edu Loan,9.56,12,ACTIVE,0.0
LOAN001195,CUST00587,197421,Edu Loan,10.36,180,ongoing,0.0
LOAN000118,CUST00552,"₹85,203",PL,0,60,paid,0.0
LOAN007440,CUST00015,86786,personal loan,20.45,240,Fully Paid,0.0
LOAN003164,CUST00843,337347,Personal Loan,13.22,180,Closed,0.0
LOAN002852,CUST04628,436192,personal loan,13.41,120,Open,0.0
LOAN003925,CUST00709,669944,Car Loan,9.43,180,ongoing,0.0
LOAN006518,CUST03222,136242,PL,13.87,24,Closed,0.0
LOAN009469,CUST01025,407710,Edu Loan,8.77,12,Active,0.0
LOAN010914,CUST05436,575828,Student Loan,9.35,240,Paid,0.0
LOAN005962,CUST02173,1288324,car loan,10.93,240,Open,#N/A
LOAN009835,CUST03824,358192,PERSONAL LOAN,13.89,24,paid,0.0
LOAN009407,CUST03824,3709457,Mortgage,9.55,48,PAID,0.01
LOAN008440,CUST03189,417891,Personal,12.63,120,Open,0.0
LOAN010769,CUST00587,4982080,home loan,8.8,24,PAID,0.02
LOAN002633,CUST03189,1015528,Home Loan,8.14,180,active,0.0
LOAN011707,CUST04827,4061288,HOME LOAN,8.77,180,PAID,0.0
LOAN007425,CUST02983,247574,personal loan,13.19,240,ONGOING,0.21
LOAN004353,CUST05436,465362,car loan,9.52,120,active,Unknown
LOAN001823,CUST03677,4223393,Housing Loan,8.4,24,Fully Paid,0.02
LOAN004771,CUST01281,718572,Housing Loan,9.86,240,Fully Paid,0.0
LOAN008053,CUST05735,1197059,BUSINESS LOAN,11.59,120,ACTIVE,0.0
LOAN007572,CUST01500,4452315,HOME LOAN,6.9,24,Current,0.02
LOAN008792,CUST00247,1485619,N/A,12.39,180,ongoing,0.0
LOAN011557,CUST05436,"₹3,489,478",Housing Loan,8.67,36,Paid Off,nan
LOAN004598,CUST03164,796753,car loan,-5,120,Paid,0.99
LOAN005082,CUST02173,3298579,Mortgage,8.57,12,PAID,0.03
LOAN006688,CUST00843,1646765,Mortgage,8.72,24,paid,0.01
LOAN005195,CUST05707,1031449,Vehicle Loan,10.91,180,ONGOING,0.0
LOAN006128,CUST05244,473175,Personal,14.43,180,ongoing,0.34
LOAN006791,CUST01140,#N/A,Personal,11.17,12,ONGOING,0.0
LOAN001788,CUST04599,325168,PL,12.2,48,Closed,0.0
LOAN001007,CUST03839,990565,Housing Loan,8.68,120,ongoing,0.0
LOAN002723,CUST01500,1874210,home loan,Unknown,36,Paid,0.01
LOAN002756,N/A,231410,Business Loan,10.77,12,Current,0.0
LOAN003932,CUST05823,842719,Auto Loan,11.31,36,Paid,0.0
LOAN001143,CUST03824,3909069,Housing Loan,9.56,N/A,CLOSED,0.02
LOAN003741,CUST03571,484855,personal loan,13.2,84,CLOSED,NULL
LOAN009554,CUST04599,"₹824,878",Auto Loan,9.63,36,Ongoing,0.0
LOAN007993,CUST00090,53691,PL,13.49,48,Paid,0.0
LOAN010676,CUST00587,2836135,HOME LOAN,9.6,120,Active,0.0
LOAN001148,CUST01049,240897,Education Loan,10.37,12,Fully Paid,99
LOAN000746,CUST03571,783459,EDUCATION LOAN,9.34,240,ONGOING,0.0
LOAN010377,CUST05328, ,business loan,12.84,12,Current,0.03
LOAN009570,CUST03280,240607,Personal,13.26,84,Current,0.0
LOAN006888,CUST01140,4070989,Home Loan,8.28,48,ONGOING,0.01
LOAN008348,CUST02950,304771,personal loan,13.42,120,Active,0.0
LOAN003301,CUST03222,750587,Mortgage,9.18,N/A,Current,0.0
LOAN011420,CUST05347,4481053,HOME LOAN,10.65,36,ACTIVE,NULL
LOAN007470,CUST05328,541112,Student Loan,10.38,120,ongoing,0.0
LOAN010724,CUST02282,2447602,N/A,13.2,24,Bad Debt,0.99
LOAN006841,CUST00015,1061090,SME Loan,19.37,180,default,0.0
LOAN000154,CUST05823,1096273,Home Loan,9.58,84,Active,0.0
LOAN007713,CUST02315,114655,PL,13.66,24,Closed,0.28
LOAN003722,CUST03222,N/A,Personal Loan,13.4,#N/A,CLOSED,0.0
LOAN003652,CUST00015,3237325,Mortgage,17.4,12,Bad Debt, 
LOAN006802,CUST03824,830778,SME Loan,13.74,12,Open,0.01
LOAN002621,CUST03280,1219713,business loan,13.31,120,Ongoing,0.0
LOAN000516,CUST03571,3989486,home loan,9.48,12,Ongoing,0.04
LOAN003409,CUST03280,388774,Auto Loan,10.7,84,Charged Off,0.0
LOAN000149,CUST01025,463243,PERSONAL LOAN,12.68,24,active,0.0
LOAN003647,CUST05735,290573,Personal Loan,13.32,240,ACTIVE,0.0
LOAN009037,CUST04827,3201056,HOME LOAN,8.12,60,Active,0.01
LOAN004461,CUST02643,248259,Personal Loan,13.69,60,Ongoing,0.0
LOAN008624,CUST01025,4139023,home loan,9.31,12,nan,0.04
LOAN004354,CUST04084,1412422,#N/A,11.78,180,Ongoing,0.0
LOAN009134,CUST05069,822096,Car Loan,-5,36,Fully Paid,NULL
LOAN009941,CUST05069,999999999,NULL,8.92,240, ,0.0
LOAN002410,CUST05735,"345,483",Personal Loan,12.51,84,Paid,0.0
LOAN011746,CUST04270,783566,Vehicle Loan,10.44,60,Ongoing,0.0
LOAN007526,CUST03677,4601645,HOME LOAN,8.36,240,NULL,0.0
LOAN009379,CUST02173,3981745,Housing Loan,9.01,84,ongoing,0.01
LOAN005941,CUST00587,2478352,SME Loan,12.34,60,ACTIVE, 
LOAN007886,CUST01140,697382,Edu Loan,7.85,84,PAID,0.0
LOAN005485,CUST04599, ,business loan,Unknown,48,NULL,N/A
LOAN010606,CUST02173,66180,PERSONAL LOAN,13.43,36,Current,0.0
LOAN001734,CUST04270,576824,EDUCATION LOAN,10.67,60,Fully Paid,nan
LOAN008143,CUST05436,3193024,home loan,NULL,24,Active,0.02
LOAN007015,CUST00015,"2,222,597",HOME LOAN,16.27,180,CHARGED OFF,2.5
LOAN002580,CUST04827,1173103,BUSINESS LOAN,12.97,0,Active,0.0
LOAN001797,CUST03707,171976,Education Loan,nan,240,Active,0.04
LOAN009142,CUST02643,348914,Personal Loan,12.52,36,active,nan
LOAN004851,CUST02173,3116736,Housing Loan,8.11,84,ongoing,0.0
LOAN003305,CUST05735,3126102,Home Loan,8.54,48,active,0.01
LOAN008980,CUST04599,712046,education loan,8.45,84,ongoing,0.0
LOAN009709,CUST01140,208056,personal loan,12.22,180,Closed,0.0
LOAN010552,CUST03562,#N/A,N/A,0,12,Ongoing,0.0
LOAN007413,CUST00843,1570370,SME Loan,11.59,84,ongoing,0.0
LOAN005607,CUST04827,"2,298,889",SME Loan,11.75,12,ACTIVE,0.02
LOAN011140,CUST01207,2865337,Mortgage,8.59,180,CHARGED OFF,0.99
LOAN001013,CUST00709,113982,Personal,14.13,120,ongoing,0.0
LOAN009708,CUST03839,"387,574",Personal,12.57,240,Open,0.0
LOAN008493,CUST05735,#N/A, ,12.54,24,Current,0.0
LOAN000241,CUST00709,1267243,Mortgage,8.88,48,PAID,0.0
LOAN001714,CUST05735,543807,Mortgage,8.05,120,CLOSED,0.0
LOAN000781,CUST02643,742216,Vehicle Loan,10.42,36,Fully Paid,0.0
LOAN003765,CUST01025,4246210,home loan,8.31,12,ONGOING,0.04
LOAN008974,CUST01281,4103928,HOME LOAN,9.66,180,PAID,0.0
LOAN006662,CUST02173,1548120,business loan,12.91,36,Charged Off,0.01
LOAN000932,CUST03562,2322084,Biz Loan,13.52,12, ,0.02
LOAN009539,CUST03677,1833443,BUSINESS LOAN,11.36,240,CLOSED,0.0
LOAN004482,CUST04963,75732,Personal,12.66,180,Current,0.04
LOAN009896,CUST04599,744235,home loan,7.25, ,Ongoing,0.0
LOAN006732,CUST02735,2444632,Biz Loan,13.1,84,DEFAULT,0.99
LOAN009958,CUST00709,"2,224,552",Business Loan,12.92,24,Closed,0.01
LOAN009400,CUST03571,"1,287,476",home loan,8.2,84,Paid Off,-0.5
LOAN005759,CUST04270,4240337,Home Loan,8.71,24,Paid Off,0.02
LOAN010108,CUST02950,268230,Personal,13.0,12,active,0.0
LOAN011971,CUST05367,139884,PERSONAL LOAN,12.12,36,Closed,0.44
LOAN000367,CUST03222,682168,SME Loan,12.2,12,Fully Paid,0.01
LOAN005842,CUST00709,4881419,Home Loan,9.2,120,ongoing,0.0
LOAN003582,CUST00552,1818238,business loan,11.87,36,Current,0.01
LOAN005764,CUST04322,495534,Personal,11.9,24,ACTIVE,0.99
LOAN005227,CUST03824,"152,357",Personal Loan,13.69,24,Defaulted,0.0
LOAN007433,CUST04270,321621,EDUCATION LOAN,10.98,48,Fully Paid,0.0
LOAN002636,CUST03839,174345,PERSONAL LOAN,12.39,12,ACTIVE,0.0
LOAN007172,CUST05328,547483,Auto Loan,11.6,120,ongoing,0.0
LOAN006176,CUST04270,1399340,Car Loan,N/A,180,Paid,0.0
LOAN010324,CUST01140,1820150,Business Loan,11.45,36,PAID,0.01
LOAN009387,CUST01500,1145014,Car Loan,9.91,36,ONGOING,0.0
LOAN002383,CUST01281,1348619,BUSINESS LOAN,12.82,120,CLOSED,0.0
LOAN008722,CUST04599,"₹135,578",nan,12.6,120,Current,0.0
LOAN008329,CUST05328,1365042,car loan,10.91,0,ONGOING,#N/A
LOAN010804,CUST00090,419937,personal loan,14.37,36,Paid,0.0
LOAN007852,CUST04628,472481,PERSONAL LOAN,13.97,24,Fully Paid,0.0
LOAN003587,CUST01025,4399550,home loan,9.55,60,Active,0.01
LOAN004270,CUST05735,3290199,Unknown,9.01,-12,Active,0.0
LOAN008413,CUST05823,714386,Auto Loan,12.38,180,CLOSED,0.0
LOAN005676,CUST03571,126101,PL,14.66,60,Closed,0.0
LOAN004737,CUST03926,830290,Car Loan,11.43,120,CLOSED,0.96
LOAN005737,CUST00090,347495,PERSONAL LOAN,13.28,24,ONGOING,0.0
LOAN005785,CUST00709,4502129,home loan,9.45,84,PAID,nan
LOAN005977,CUST00709,744943,Car Loan,9.72,240,ACTIVE,0.0
LOAN004390,CUST03824,1740094,Business Loan,12.44,84,,0.0
LOAN003217,CUST04270,797360,business loan,12.33,36,paid,0.0
LOAN004982,CUST01500,"86,752",PERSONAL LOAN,12.49,180,Paid,0.0
LOAN000667,CUST05347,Unknown,personal loan,13.44,24,Open,0.0
LOAN003205,CUST02933,N/A,CAR LOAN,10.49,60,Active,0.0
LOAN006168,CUST05823,3706866,Home Loan,9.79,24,paid,0.02
LOAN005903,CUST04628,486564,personal loan,13.13,24,Paid,0.0
LOAN007868,CUST00552,236401,PERSONAL LOAN,13.62,84,CLOSED,0.0
LOAN006643,nan,290102,personal loan,13.91,240,Ongoing,0.0
LOAN001226,CUST04827,322803,Auto Loan,9.78,48,Current,0.0
LOAN009216,CUST05884,2617304,Business Loan,13.99,240,Closed,0.99
LOAN011216,CUST05707,4157394,Home Loan,10.7,N/A,Fully Paid,0.0
LOAN007772,CUST05436,1066757,Auto Loan,10.04,240,ONGOING,0.0
LOAN010684,CUST05043,780908,Auto Loan,9.85,24,CHARGED OFF,99
LOAN005812,CUST05738,"-1,000",home loan,8.92,48,Fully Paid,0.99
LOAN001307,CUST01500,327204,Personal Loan,11.69,180,ongoing,2.5
LOAN011270,CUST02950,1426031,business loan,11.68,36,ONGOING,0.0
LOAN002554,CUST01901,527736,EDUCATION LOAN,8.05,12,ACTIVE,0.01
LOAN009872,CUST05328,834083,Auto Loan,11.26,48,Ongoing,0.0
LOAN007909,CUST03562,126524,Personal,14.77,84,paid,0.0
LOAN008151,CUST03571,,business loan,13.59,24,ongoing,0.01
LOAN010034,CUST02950,798654,Education Loan,10.07,120,Ongoing,0.0
LOAN000393,CUST04084,"₹699,910",Vehicle Loan,11.41,180,Current,-0.5
LOAN010044,CUST03222,428310,Edu Loan,9.89,24,ACTIVE,0.0
LOAN007409,CUST00843,447791,education loan,8.23,180,ACTIVE,0.0
LOAN006296,CUST03677,1211947,HOME LOAN,8.11,240,Paid Off,0.0
LOAN010234,CUST05707,1404901,CAR LOAN,11.26,nan,ONGOING,0.01
LOAN005989,CUST03571,373395,Vehicle Loan,N/A,36,Ongoing,0.0
LOAN001777,CUST01267,446200,Education Loan,9.64,NULL,default,0.99
LOAN006405,CUST03562,999999999,Edu Loan,11.48,240,Active,0.0
LOAN004091,CUST03189,"₹2,640,280",Housing Loan,7.84,48,ACTIVE,0.01
LOAN006310,CUST04084,531059,Education Loan,11.75,48,Current,0.0
LOAN005203,CUST04084,351740,Personal,13.72,48,CLOSED,0.0
LOAN001909,CUST03562,1924033,Home Loan,10.74,12,Active,0.02
LOAN011188,CUST05436,411422,CAR LOAN, ,84,Ongoing,0.0
LOAN009039,CUST03280,3498772,Mortgage,9.83,60,Paid Off,0.01
LOAN003313,CUST03677,269732,Personal,12.3,180,Current,0.0
LOAN001010,CUST03222,581467,Biz Loan,11.81,180,active,0.0
LOAN011205,CUST02950,504049,education loan,10.29,24,active,0.0
LOAN006769,CUST01025,120233,personal loan,13.41,12,Ongoing,0.0
LOAN003039,CUST00552,259850,Education Loan,Unknown,36,Current,0.0
LOAN004550,CUST02950,581007,Vehicle Loan,nan,36,Paid Off,0.0
LOAN006483,CUST00552,431823,Personal Loan,13.02,84,Fully Paid,0.0
LOAN005395,CUST04599,999999999,personal loan,12.7,12,paid,0.0
LOAN003646,CUST01500,285021,personal loan,11.76,48,Paid Off,0.0
LOAN011630,CUST04084,1966732,Biz Loan,13.12,60,PAID,0.0
LOAN006563,CUST00987,3564007,Home Loan,8.53,12,Charged Off,0.99
LOAN008254,CUST04269,2219903,Mortgage,6.72,24,DEFAULT,0.99
LOAN010427,CUST00552,1032957,CAR LOAN,9.75,120,active,0.0
LOAN010167,CUST04084,2191123,BUSINESS LOAN,13.92,180,Paid Off,0.0
LOAN006284,CUST01901,999999999,business loan,10.78,60,Ongoing,0.0
LOAN001252,CUST04084,297535,PL,14.54,36,Current,0.0
LOAN010737,CUST05436,1439500,Car Loan,9.62,12,ACTIVE,0.01
LOAN007080,CUST03824,4720096,HOME LOAN,8.93,12,Fully Paid,nan
LOAN009419,CUST00587,469696,Personal,12.83,60,ongoing,nan
LOAN006533,CUST01140,"173,024",N/A,13.07,12,Ongoing,0.0
LOAN010712,CUST04270,496975,Personal,14.05,48,Paid,0.0
LOAN003427,CUST00552,117355,PERSONAL LOAN,14.2,180, ,0.0
LOAN010788,CUST03725,619007,Car Loan,9.76,36,Closed,0.99
LOAN008142,CUST03222,N/A,PERSONAL LOAN,13.43,180,ongoing,0.0
